name,map,recip_rank,P_10,recall_100,ndcg_cut_10,map +,map -,map p-value,recip_rank +,recip_rank -,recip_rank p-value,P_10 +,P_10 -,P_10 p-value,recall_100 +,recall_100 -,recall_100 p-value,ndcg_cut_10 +,ndcg_cut_10 -,ndcg_cut_10 p-value
BM25 with query_style_v3_gemma3:12b,0.2937433318654001,0.8268455530360294,0.6238095238095237,0.37591942962423974,0.43338618356847486,,,,,,,,,,,,,,,
