name,map,recip_rank,P_10,recall_100,ndcg_cut_10,map +,map -,map p-value,recip_rank +,recip_rank -,recip_rank p-value,P_10 +,P_10 -,P_10 p-value,recall_100 +,recall_100 -,recall_100 p-value,ndcg_cut_10 +,ndcg_cut_10 -,ndcg_cut_10 p-value
BM25 with select_optimized_prompt_v1_gemma3:12b,0.25445442551585434,0.7907407407407409,0.5499999999999999,0.344679623559325,0.37260978876220185,,,,,,,,,,,,,,,
