name,map,recip_rank,P_10,recall_100,ndcg_cut_10,map +,map -,map p-value,recip_rank +,recip_rank -,recip_rank p-value,P_10 +,P_10 -,P_10 p-value,recall_100 +,recall_100 -,recall_100 p-value,ndcg_cut_10 +,ndcg_cut_10 -,ndcg_cut_10 p-value
BM25 with build_own_prompt_v1,0.190073632123094,0.5675557719282538,0.37857142857142856,0.26332942764087197,0.2559823383100029,,,,,,,,,,,,,,,
