name,map,recip_rank,P_10,recall_100,ndcg_cut_10,map +,map -,map p-value,recip_rank +,recip_rank -,recip_rank p-value,P_10 +,P_10 -,P_10 p-value,recall_100 +,recall_100 -,recall_100 p-value,ndcg_cut_10 +,ndcg_cut_10 -,ndcg_cut_10 p-value
BM25 Baseline,0.28447320228223444,0.8005189255189256,0.6333333333333334,0.3696000241242045,0.40196598800374295,,,,,,,,,,,,,,,
